Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Reason
962,aa974,Orchid,Buy ,pfill,100,524,
994,aa1006,Tulip,Buy ,pfill,100,564,
987,aa999,Tulip,Sell,fill ,100,564,
994,aa1006,Tulip,Buy ,fill ,100,708,
993,aa1005,Tulip,Sell,pfill,100,708,
994,aa1006,Tulip,Buy ,fill ,100,753,
963,aa975,Tulip,Sell,pfill,100,753,
994,aa1006,Tulip,Buy ,fill ,100,889,
900,aa912,Tulip,Sell,fill ,100,889,
994,aa1006,Tulip,Buy ,fill ,100,931,
782,aa794,Tulip,Sell,fill ,100,931,
996,aa1008,Orchid,Sell,fill ,200,524,
962,aa974,Orchid,Buy ,fill ,200,524,
997,aa1009,Tulip,Buy ,fill ,100,753,
963,aa975,Tulip,Sell,fill ,100,753,
998,aa1010,Rose,Buy ,pfill,100,259,
982,aa994,Rose,Sell,fill ,100,259,
998,aa1010,Rose,Buy ,fill ,100,352,
974,aa986,Rose,Sell,pfill,100,352,
999,aa1011,Tulip,Sell,fill ,100,861,
997,aa1009,Tulip,Buy ,fill ,100,861,
1002,aa1014,Lavender,Buy ,fill ,100,390,
978,aa990,Lavender,Sell,fill ,100,390,
1003,aa1015,Rose,Sell,fill ,100,475,
998,aa1010,Rose,Buy ,fill ,100,475,
1005,aa1017,Tulip,Sell,New  ,300,159,
1006,aa1018,Lotus,Buy ,pfill,100,158,
984,aa996,Lotus,Sell,fill ,100,158,
1008,aa1020,Tulip,Buy ,fill ,200,159,
1005,aa1017,Tulip,Sell,pfill,200,159,
1010,aa1022,Lavender,Buy ,pfill,100,571,
979,aa991,Lavender,Sell,fill ,100,571,
1010,aa1022,Lavender,Buy ,fill ,200,893,
990,aa1002,Lavender,Sell,fill ,200,893,
1011,aa1023,Lavender,Sell,fill ,200,948,
1010,aa1022,Lavender,Buy ,fill ,200,948,
1012,aa1024,Lotus,Buy ,fill ,100,285,
995,aa1007,Lotus,Sell,fill ,100,285,
1012,aa1024,Lotus,Buy ,fill ,100,632,
992,aa1004,Lotus,Sell,fill ,100,632,
1015,aa1027,Lotus,Buy ,fill ,100,632,
992,aa1004,Lotus,Sell,fill ,100,632,
1016,aa1028,Lotus,Sell,pfill,100,673,
1015,aa1027,Lotus,Buy ,fill ,100,673,
1016,aa1028,Lotus,Sell,fill ,100,165,
959,aa971,Lotus,Buy ,fill ,100,165,
1017,aa1029,Tulip,Buy ,pfill,100,159,
1005,aa1017,Tulip,Sell,fill ,100,159,
1021,aa1033,Tulip,Sell,fill ,200,756,
1018,aa1030,Tulip,Buy ,fill ,200,756,
1021,aa1033,Tulip,Sell,fill ,200,527,
1017,aa1029,Tulip,Buy ,fill ,200,527,
1021,aa1033,Tulip,Sell,fill ,200,527,
1017,,,Buy ,fill ,200,527,
1023,aa1035,Rose,Sell,New  ,200,540,
1025,aa1037,Tulip,Buy ,pfill,200,266,
1021,aa1033,Tulip,Sell,fill ,200,266,
1031,aa1043,Orchid,Buy ,pfill,200,109,
996,aa1008,Orchid,Sell,fill ,200,109,
1033,aa1045,Lavender,Sell,pfill,200,452,
921,aa933,Lavender,Buy ,fill ,200,452,
1033,aa1045,Lavender,Sell,fill ,100,375,
849,aa861,Lavender,Buy ,fill ,100,375,
1033,aa1045,Lavender,Sell,fill ,100,356,
870,aa882,Lavender,Buy ,fill ,100,356,
1033,aa1045,Lavender,Sell,fill ,100,348,
1009,aa1021,Lavender,Buy ,pfill,100,348,
1033,aa1045,Lavender,Sell,fill ,100,302,
858,aa870,Lavender,Buy ,pfill,100,302,
1034,aa1046,Tulip,Sell,pfill,100,435,
1025,aa1037,Tulip,Buy ,fill ,100,435,
1036,aa1048,Orchid,Buy ,pfill,200,413,
1001,aa1013,Orchid,Sell,fill ,200,413,
1036,aa1048,Orchid,Buy ,fill ,100,704,
973,aa985,Orchid,Sell,pfill,100,704,
1037,aa1049,Lotus,Buy ,pfill,100,105,
1016,aa1028,Lotus,Sell,fill ,100,105,
1037,aa1049,Lotus,Buy ,fill ,100,172,
1029,aa1041,Lotus,Sell,pfill,100,172,
1039,aa1051,Tulip,Buy ,pfill,100,95,
1034,aa1046,Tulip,Sell,fill ,100,95,
1042,aa1054,Orchid,Sell,pfill,100,707,
1036,aa1048,Orchid,Buy ,fill ,100,707,
1042,aa1054,Orchid,Sell,pfill,100,47,
972,aa984,Orchid,Buy ,fill ,100,47,
1043,aa1055,Rose,Buy ,fill ,100,103,
1003,aa1015,Rose,Sell,fill ,100,103,
1044,aa1056,Lavender,Buy ,fill ,100,254,
1033,aa1045,Lavender,Sell,fill ,100,254,
1047,aa1059,Rose,Buy ,pfill,200,281,
1040,aa1052,Rose,Sell,fill ,200,281,
1049,aa1061,Lotus,Sell,pfill,100,535,
1037,aa1049,Lotus,Buy ,fill ,100,535,
1051,aa1063,Orchid,Buy ,fill ,100,1,
1042,aa1054,Orchid,Sell,fill ,100,1,
1051,aa1063,Orchid,Buy ,fill ,100,704,
973,aa985,Orchid,Sell,pfill,100,704,
1051,aa1063,Orchid,Buy ,fill ,100,737,
942,aa954,Orchid,Sell,pfill,100,737,
1052,aa1064,Lotus,Buy ,fill ,100,167,
1026,aa1038,Lotus,Sell,pfill,100,167,
1052,aa1064,Lotus,Buy ,fill ,100,172,
1029,aa1041,Lotus,Sell,pfill,100,172,
1052,aa1064,Lotus,Buy ,fill ,100,287,
1049,aa1061,Lotus,Sell,fill ,100,287,
1053,aa1065,Lotus,Buy ,pfill,100,172,
1029,aa1041,Lotus,Sell,fill ,100,172,
1056,aa1068,Orchid,Sell,fill ,100,788,
1051,aa1063,Orchid,Buy ,fill ,100,788,
1057,aa1069,Rose,Sell,pfill,100,312,
1047,aa1059,Rose,Buy ,fill ,100,312,
1057,aa1069,Rose,Sell,pfill,100,140,
1043,aa1055,Rose,Buy ,fill ,100,140,
1057,aa1069,Rose,Sell,fill ,100,33,
1024,,,Buy ,fill ,100,33,
1057,aa1069,Rose,Sell,fill ,100,33,
1024,,,Buy ,fill ,100,33,
1059,aa1071,Lotus,Sell,pfill,200,536,
1053,aa1065,Lotus,Buy ,fill ,200,536,
1059,aa1071,Lotus,Sell,fill ,100,48,
818,aa830,Lotus,Buy ,fill ,100,48,
1060,aa1072,Orchid,Sell,New  ,200,632,
1061,aa1073,Rose,Sell,New  ,200,63,
1064,aa1076,Lavender,Sell,fill ,100,748,
1044,aa1056,Lavender,Buy ,fill ,100,748,
1064,aa1076,Lavender,Sell,fill ,100,355,
965,aa977,Lavender,Buy ,pfill,100,355,
1064,aa1076,Lavender,Sell,fill ,100,348,
1009,aa1021,Lavender,Buy ,fill ,100,348,
1064,aa1076,Lavender,Sell,fill ,100,160,
958,aa970,Lavender,Buy ,pfill,100,160,
1064,aa1076,Lavender,Sell,fill ,100,148,
801,aa813,Lavender,Buy ,pfill,100,148,
1064,aa1076,Lavender,Sell,fill ,100,137,
780,aa792,Lavender,Buy ,fill ,100,137,
1064,aa1076,Lavender,Sell,fill ,100,112,
865,aa877,Lavender,Buy ,pfill,100,112,
1067,aa1079,Lotus,Buy ,pfill,100,38,
1059,aa1071,Lotus,Sell,fill ,100,38,
1068,aa1080,Lotus,Sell,pfill,100,835,
1067,aa1079,Lotus,Buy ,fill ,100,835,
1069,aa1081,Orchid,Buy ,fill ,100,198,
1056,aa1068,Orchid,Sell,fill ,100,198,
1071,aa1083,Tulip,Sell,fill ,100,730,
1066,aa1078,Tulip,Buy ,pfill,100,730,
1077,aa1089,Rose,Buy ,pfill,100,12,
1057,aa1069,Rose,Sell,fill ,100,12,
1078,aa1090,Lavender,Sell,fill ,100,348,
1009,aa1021,Lavender,Buy ,fill ,100,348,
1079,aa1091,Tulip,Buy ,pfill,100,695,
1071,aa1083,Tulip,Sell,fill ,100,695,
1081,aa1093,Lotus,Sell,fill ,200,515,
1070,aa1082,Lotus,Buy ,pfill,200,515,
1087,aa1099,Rose,Sell,pfill,100,287,
1077,aa1089,Rose,Buy ,fill ,100,287,
1094,aa1106,Rose,Buy ,fill ,100,63,
1061,aa1073,Rose,Sell,pfill,100,63,
1094,aa1106,Rose,Buy ,fill ,100,81,
1087,aa1099,Rose,Sell,pfill,100,81,
1094,aa1106,Rose,Buy ,fill ,100,454,
1080,aa1092,Rose,Sell,fill ,100,454,
1094,aa1106,Rose,Buy ,fill ,100,512,
957,aa969,Rose,Sell,fill ,100,512,
1094,aa1106,Rose,Buy ,fill ,100,654,
985,aa997,Rose,Sell,pfill,100,654,
1094,aa1106,Rose,Buy ,fill ,100,701,
967,aa979,Rose,Sell,pfill,100,701,
1094,aa1106,Rose,Buy ,fill ,100,777,
1054,aa1066,Rose,Sell,pfill,100,777,
1094,aa1106,Rose,Buy ,fill ,100,806,
1046,aa1058,Rose,Sell,fill ,100,806,
1094,aa1106,Rose,Buy ,fill ,100,840,
883,aa895,Rose,Sell,fill ,100,840,
1094,aa1106,Rose,Buy ,fill ,100,900,
943,aa955,Rose,Sell,fill ,100,900,
1094,aa1106,Rose,Buy ,fill ,100,939,
869,aa881,Rose,Sell,pfill,100,939,
1094,aa1106,Rose,Buy ,fill ,100,959,
706,aa718,Rose,Sell,fill ,100,959,
1095,aa1107,Rose,Sell,fill ,100,980,
1094,aa1106,Rose,Buy ,fill ,100,980,
1098,aa1110,Orchid,Sell,fill ,200,617,
1075,aa1087,Orchid,Buy ,fill ,200,617,
1104,aa1116,Orchid,Buy ,pfill,200,359,
1098,aa1110,Orchid,Sell,fill ,200,359,
1105,aa1117,Lotus,Buy ,fill ,200,88,
1081,aa1093,Lotus,Sell,fill ,200,88,
1106,aa1118,Rose,Buy ,pfill,100,476,
1095,aa1107,Rose,Sell,fill ,100,476,
1107,aa1119,Rose,Sell,pfill,200,690,
1106,aa1118,Rose,Buy ,fill ,200,690,
1108,aa1120,Lavender,Sell,fill ,100,302,
858,aa870,Lavender,Buy ,pfill,100,302,
1108,aa1120,Lavender,Sell,fill ,100,160,
958,aa970,Lavender,Buy ,pfill,100,160,
1108,aa1120,Lavender,Sell,fill ,100,148,
801,aa813,Lavender,Buy ,pfill,100,148,
1108,aa1120,Lavender,Sell,fill ,100,137,
780,aa792,Lavender,Buy ,fill ,100,137,
1108,aa1120,Lavender,Sell,fill ,100,112,
865,aa877,Lavender,Buy ,pfill,100,112,
1110,aa1122,Lavender,Buy ,pfill,100,95,
1108,aa1120,Lavender,Sell,fill ,100,95,
1111,aa1123,Lavender,Buy ,New  ,100,966,
1115,aa1127,Orchid,Sell,pfill,100,552,
1104,aa1116,Orchid,Buy ,fill ,100,552,
1115,aa1127,Orchid,Sell,fill ,200,352,
1082,aa1094,Orchid,Buy ,pfill,200,352,
1115,aa1127,Orchid,Sell,fill ,200,352,
1082,,,Buy ,pfill,200,352,
1117,aa1129,Lavender,Buy ,New  ,200,304,
1118,aa1130,Lavender,Sell,fill ,100,966,
1111,aa1123,Lavender,Buy ,fill ,100,966,
1119,aa1131,Lavender,Buy ,pfill,100,408,
1118,aa1130,Lavender,Sell,fill ,100,408,
1120,aa1132,Orchid,Buy ,fill ,100,148,
1115,aa1127,Orchid,Sell,pfill,100,148,
1123,aa1135,Rose,Buy ,fill ,100,481,
1109,aa1121,Rose,Sell,pfill,100,481,
1123,aa1135,Rose,Buy ,fill ,100,593,
1101,aa1113,Rose,Sell,fill ,100,593,
1123,aa1135,Rose,Buy ,fill ,100,619,
1113,aa1125,Rose,Sell,pfill,100,619,
1124,aa1136,Lotus,Buy ,pfill,100,379,
1114,aa1126,Lotus,Sell,fill ,100,379,
1124,aa1136,Lotus,Buy ,fill ,100,646,
1035,aa1047,Lotus,Sell,fill ,100,646,
1124,aa1136,Lotus,Buy ,fill ,100,666,
1068,aa1080,Lotus,Sell,pfill,100,666,
1124,aa1136,Lotus,Buy ,fill ,100,757,
1097,aa1109,Lotus,Sell,pfill,100,757,
1124,aa1136,Lotus,Buy ,fill ,100,783,
1092,aa1104,Lotus,Sell,pfill,100,783,
1125,aa1137,Orchid,Sell,pfill,100,418,
1120,aa1132,Orchid,Buy ,fill ,100,418,
1125,aa1137,Orchid,Sell,fill ,100,352,
1082,aa1094,Orchid,Buy ,fill ,100,352,
1126,aa1138,Lavender,Sell,fill ,100,865,
1119,aa1131,Lavender,Buy ,fill ,100,865,
1127,aa1139,Tulip,Buy ,fill ,300,840,
1103,aa1115,Tulip,Sell,fill ,300,840,
1129,aa1141,Lavender,Sell,fill ,200,317,
1110,aa1122,Lavender,Buy ,fill ,200,317,
1130,aa1142,Orchid,Sell,New  ,300,745,
1131,aa1143,Rose,Sell,fill ,100,647,
1123,aa1135,Rose,Buy ,fill ,100,647,
1132,aa1144,Rose,Sell,New  ,100,937,
1133,aa1145,Rose,Sell,New  ,200,571,
1134,aa1146,Tulip,Sell,fill ,100,900,
1127,aa1139,Tulip,Buy ,pfill,100,900,
1134,aa1146,Tulip,Sell,fill ,100,729,
1079,aa1091,Tulip,Buy ,fill ,100,729,
1136,aa1148,Rose,Sell,New  ,100,781,
1138,aa1150,Lavender,Buy ,fill ,200,216,
1129,aa1141,Lavender,Sell,fill ,200,216,
1140,aa1152,Lavender,Sell,fill ,200,960,
1138,aa1150,Lavender,Buy ,fill ,200,960,
1141,aa1153,Lavender,Buy ,fill ,200,481,
1140,aa1152,Lavender,Sell,fill ,200,481,
1142,aa1154,Tulip,Sell,pfill,100,729,
1079,aa1091,Tulip,Buy ,fill ,100,729,
1142,aa1154,Tulip,Sell,fill ,200,531,
1093,aa1105,Tulip,Buy ,pfill,200,531,
1142,aa1154,Tulip,Sell,pfill,100,506,
1121,aa1133,Tulip,Buy ,fill ,100,506,
1142,aa1154,Tulip,Sell,fill ,100,461,
1086,aa1098,Tulip,Buy ,pfill,100,461,
1143,aa1155,Tulip,Buy ,pfill,100,421,
1142,aa1154,Tulip,Sell,fill ,100,421,
1144,aa1156,Lavender,Buy ,New  ,200,394,
1145,aa1157,Lavender,Buy ,New  ,200,296,
1146,aa1158,Orchid,Buy ,fill ,100,329,
1125,aa1137,Orchid,Sell,fill ,100,329,
1147,aa1159,Rose,Buy ,fill ,100,51,
1131,aa1143,Rose,Sell,fill ,100,51,
1147,aa1159,Rose,Buy ,fill ,100,604,
1107,aa1119,Rose,Sell,fill ,100,604,
1147,aa1159,Rose,Buy ,fill ,100,701,
967,aa979,Rose,Sell,fill ,100,701,
1147,aa1159,Rose,Buy ,fill ,100,777,
1054,aa1066,Rose,Sell,fill ,100,777,
1147,aa1159,Rose,Buy ,fill ,100,806,
1046,aa1058,Rose,Sell,fill ,100,806,
1147,aa1159,Rose,Buy ,fill ,100,840,
883,aa895,Rose,Sell,fill ,100,840,
1148,aa1160,Orchid,Sell,fill ,100,367,
1146,aa1158,Orchid,Buy ,fill ,100,367,
1149,aa1161,Orchid,Sell,New  ,200,333,
1152,aa1164,Orchid,Sell,New  ,100,319,
1154,aa1166,Lavender,Buy ,New  ,100,975,
1155,aa1167,Orchid,Buy ,fill ,100,227,
1148,aa1160,Orchid,Sell,fill ,100,227,
1157,aa1169,Lotus,Sell,pfill,100,830,
1124,aa1136,Lotus,Buy ,fill ,100,830,
1157,aa1169,Lotus,Sell,fill ,200,432,
1151,aa1163,Lotus,Buy ,pfill,200,432,
1158,aa1170,Lotus,Sell,fill ,300,463,
1156,aa1168,Lotus,Buy ,fill ,300,463,
1160,aa1172,Rose,Buy ,fill ,100,777,
1054,aa1066,Rose,Sell,fill ,100,777,
1160,aa1172,Rose,Buy ,fill ,100,806,
1046,aa1058,Rose,Sell,fill ,100,806,
1160,aa1172,Rose,Buy ,fill ,100,840,
883,aa895,Rose,Sell,fill ,100,840,
1160,aa1172,Rose,Buy ,fill ,100,900,
943,aa955,Rose,Sell,fill ,100,900,
1160,aa1172,Rose,Buy ,fill ,100,937,
1132,aa1144,Rose,Sell,fill ,100,937,
1161,aa1173,Lavender,Sell,fill ,100,975,
1154,aa1166,Lavender,Buy ,fill ,100,975,
1161,aa1173,Lavender,Sell,fill ,100,394,
1144,aa1156,Lavender,Buy ,pfill,100,394,
1162,aa1174,Lavender,Sell,fill ,100,586,
1141,aa1153,Lavender,Buy ,pfill,100,586,
1166,aa1178,Lavender,Buy ,fill ,100,474,
1162,aa1174,Lavender,Sell,fill ,100,474,
1167,aa1179,Rose,Sell,fill ,100,942,
1160,aa1172,Rose,Buy ,fill ,100,942,
1168,aa1180,Lotus,Buy ,fill ,100,99,
1158,aa1170,Lotus,Sell,pfill,100,99,
1168,aa1180,Lotus,Buy ,fill ,100,511,
1163,aa1175,Lotus,Sell,pfill,100,511,
1171,aa1183,Lotus,Sell,pfill,100,592,
1168,aa1180,Lotus,Buy ,fill ,100,592,
1177,aa1189,Lavender,Sell,fill ,100,559,
1176,aa1188,Lavender,Buy ,fill ,100,559,
1179,aa1191,Lotus,Buy ,fill ,100,99,
1158,aa1170,Lotus,Sell,pfill,100,99,
1183,aa1195,Orchid,Buy ,fill ,100,319,
1152,aa1164,Orchid,Sell,fill ,100,319,
1183,aa1195,Orchid,Buy ,fill ,100,379,
1165,aa1177,Orchid,Sell,fill ,100,379,
1184,aa1196,Lotus,Buy ,fill ,100,99,
1158,aa1170,Lotus,Sell,fill ,100,99,
1185,aa1197,Lavender,Sell,fill ,100,519,
1166,aa1178,Lavender,Buy ,fill ,100,519,
1186,aa1198,Lavender,Sell,fill ,100,394,
1144,aa1156,Lavender,Buy ,fill ,100,394,
1188,aa1200,Tulip,Sell,fill ,100,661,
1159,aa1171,Tulip,Buy ,pfill,100,661,
1188,aa1200,Tulip,Sell,fill ,100,609,
1143,aa1155,Tulip,Buy ,pfill,100,609,
1188,aa1200,Tulip,Sell,fill ,100,552,
1169,aa1181,Tulip,Buy ,pfill,100,552,
1188,aa1200,Tulip,Sell,fill ,100,531,
1093,aa1105,Tulip,Buy ,fill ,100,531,
1188,aa1200,Tulip,Sell,fill ,100,501,
1112,aa1124,Tulip,Buy ,pfill,100,501,
1188,aa1200,Tulip,Sell,fill ,100,461,
1086,aa1098,Tulip,Buy ,pfill,100,461,
1188,aa1200,Tulip,Sell,fill ,100,407,
1058,aa1070,Tulip,Buy ,fill ,100,407,
1189,aa1201,Lavender,Buy ,pfill,100,257,
1186,aa1198,Lavender,Sell,fill ,100,257,
1192,aa1204,Lavender,Sell,fill ,100,705,
1189,aa1201,Lavender,Buy ,fill ,100,705,
1192,aa1204,Lavender,Sell,fill ,100,208,
1164,aa1176,Lavender,Buy ,pfill,100,208,
1192,aa1204,Lavender,Sell,fill ,100,148,
801,aa813,Lavender,Buy ,fill ,100,148,
1192,aa1204,Lavender,Sell,fill ,100,137,
780,aa792,Lavender,Buy ,fill ,100,137,
1192,aa1204,Lavender,Sell,fill ,100,112,
865,aa877,Lavender,Buy ,fill ,100,112,
1193,aa1205,Lotus,Sell,fill ,100,488,
1184,aa1196,Lotus,Buy ,fill ,100,488,
1194,aa1206,Lavender,Buy ,fill ,100,93,
1192,aa1204,Lavender,Sell,fill ,100,93,
1195,aa1207,Rose,Buy ,pfill,100,724,
1167,aa1179,Rose,Sell,fill ,100,724,
1195,aa1207,Rose,Buy ,fill ,200,906,
799,aa811,Rose,Sell,pfill,200,906,
1195,aa1207,Rose,Buy ,pfill,100,937,
1132,aa1144,Rose,Sell,fill ,100,937,
1196,aa1208,Tulip,Buy ,pfill,100,391,
1188,aa1200,Tulip,Sell,fill ,100,391,
1197,aa1209,Lavender,Buy ,New  ,300,300,
1198,aa1210,Tulip,Buy ,New  ,100,258,
1199,aa1211,Tulip,Buy ,New  ,100,471,
1200,aa1212,Tulip,Sell,fill ,100,988,
1196,aa1208,Tulip,Buy ,fill ,100,988,
1200,aa1212,Tulip,Sell,fill ,100,531,
1093,aa1105,Tulip,Buy ,fill ,100,531,
1200,aa1212,Tulip,Sell,fill ,100,501,
1112,aa1124,Tulip,Buy ,pfill,100,501,
1200,aa1212,Tulip,Sell,fill ,100,471,
1199,aa1211,Tulip,Buy ,fill ,100,471,
1200,aa1212,Tulip,Sell,fill ,100,407,
1058,aa1070,Tulip,Buy ,fill ,100,407,
1200,aa1212,Tulip,Sell,fill ,100,330,
1063,aa1075,Tulip,Buy ,pfill,100,330,
1200,aa1212,Tulip,Sell,fill ,100,304,
1039,aa1051,Tulip,Buy ,fill ,100,304,
1200,aa1212,Tulip,Sell,fill ,100,258,
1198,aa1210,Tulip,Buy ,fill ,100,258,
1203,aa1215,Rose,Sell,pfill,100,943,
1195,aa1207,Rose,Buy ,fill ,100,943,
1204,aa1216,Orchid,Buy ,pfill,100,379,
1165,aa1177,Orchid,Sell,fill ,100,379,
1206,aa1218,Lotus,Buy ,fill ,100,103,
1193,aa1205,Lotus,Sell,fill ,100,103,
1207,aa1219,Lotus,Buy ,pfill,100,511,
1163,aa1175,Lotus,Sell,fill ,100,511,
1211,aa1223,Rose,Buy ,fill ,200,208,
1203,aa1215,Rose,Sell,fill ,200,208,
1214,aa1226,Rose,Buy ,fill ,200,583,
1210,aa1222,Rose,Sell,pfill,200,583,
1216,aa1228,Tulip,Sell,pfill,100,461,
1086,aa1098,Tulip,Buy ,fill ,100,461,
1216,aa1228,Tulip,Sell,fill ,200,404,
1181,aa1193,Tulip,Buy ,pfill,200,404,
1216,aa1228,Tulip,Sell,pfill,100,330,
1063,aa1075,Tulip,Buy ,fill ,100,330,
1216,aa1228,Tulip,Sell,fill ,100,300,
1065,aa1077,Tulip,Buy ,fill ,100,300,
1217,aa1229,Tulip,Buy ,fill ,100,242,
1216,aa1228,Tulip,Sell,fill ,100,242,
1218,aa1230,Tulip,Buy ,New  ,300,507,
1219,aa1231,Lotus,Buy ,fill ,100,519,
1172,aa1184,Lotus,Sell,pfill,100,519,
1220,aa1232,Lavender,Buy ,fill ,100,675,
1201,aa1213,Lavender,Sell,fill ,100,675,
1221,aa1233,Lavender,Sell,fill ,100,911,
1220,aa1232,Lavender,Buy ,fill ,100,911,
1221,aa1233,Lavender,Sell,fill ,100,300,
1197,aa1209,Lavender,Buy ,pfill,100,300,
1222,aa1234,Lavender,Buy ,fill ,100,148,
1221,aa1233,Lavender,Sell,fill ,100,148,
1223,aa1235,Tulip,Buy ,New  ,100,995,
1224,aa1236,Lavender,Sell,pfill,100,988,
1222,aa1234,Lavender,Buy ,fill ,100,988,
1225,aa1237,Orchid,Sell,pfill,100,457,
1183,aa1195,Orchid,Buy ,fill ,100,457,
1225,aa1237,Orchid,Sell,fill ,200,336,
1202,aa1214,Orchid,Buy ,pfill,200,336,
1226,aa1238,Lotus,Buy ,fill ,100,519,
1172,aa1184,Lotus,Sell,pfill,100,519,
1227,aa1239,Lavender,Buy ,fill ,100,203,
1224,aa1236,Lavender,Sell,pfill,100,203,
1228,aa1240,Tulip,Buy ,New  ,200,397,
1229,aa1241,Orchid,Buy ,fill ,100,266,
1225,aa1237,Orchid,Sell,pfill,100,266,
1229,aa1241,Orchid,Buy ,fill ,100,690,
1215,aa1227,Orchid,Sell,fill ,100,690,
1230,aa1242,Lavender,Buy ,pfill,100,203,
1224,aa1236,Lavender,Sell,fill ,100,203,
1231,aa1243,Lavender,Buy ,New  ,300,1000,
1232,aa1244,Rose,Sell,pfill,200,701,
1214,aa1226,Rose,Buy ,fill ,200,701,
1233,aa1245,Tulip,Sell,fill ,100,995,
1223,aa1235,Tulip,Buy ,fill ,100,995,
1235,aa1247,Orchid,Sell,pfill,100,759,
1229,aa1241,Orchid,Buy ,fill ,100,759,
1235,aa1247,Orchid,Sell,fill ,100,201,
1187,aa1199,Orchid,Buy ,pfill,100,201,
1236,aa1248,Tulip,Buy ,pfill,100,604,
1233,aa1245,Tulip,Sell,fill ,100,604,
1237,aa1249,Rose,Buy ,pfill,100,515,
1232,aa1244,Rose,Sell,fill ,100,515,
1238,aa1250,Lotus,Buy ,pfill,100,519,
1172,aa1184,Lotus,Sell,fill ,100,519,
1239,aa1251,Rose,Buy ,pfill,100,583,
1210,aa1222,Rose,Sell,fill ,100,583,
1240,aa1252,Tulip,Buy ,New  ,200,502,
1241,aa1253,Lavender,Buy ,New  ,300,376,
1242,aa1254,Lotus,Sell,pfill,100,634,
1226,aa1238,Lotus,Buy ,fill ,100,634,
1243,aa1255,Orchid,Buy ,pfill,100,145,
1235,aa1247,Orchid,Sell,fill ,100,145,
1245,aa1257,Lavender,Buy ,New  ,200,925,
1246,aa1258,Rose,Sell,fill ,100,849,
1239,aa1251,Rose,Buy ,fill ,100,849,
1246,aa1258,Rose,Sell,fill ,100,825,
1237,aa1249,Rose,Buy ,fill ,100,825,
1247,aa1259,Rose,Sell,New  ,300,882,
1248,aa1260,Rose,Sell,New  ,300,159,
1249,aa1261,Lavender,Buy ,New  ,200,418,
1250,aa1262,Rose,Buy ,fill ,100,159,
1248,aa1260,Rose,Sell,pfill,100,159,
1250,aa1262,Rose,Buy ,fill ,100,175,
1246,aa1258,Rose,Sell,fill ,100,175,
1253,aa1265,Lotus,Buy ,pfill,100,634,
1242,aa1254,Lotus,Sell,fill ,100,634,
1253,aa1265,Lotus,Buy ,fill ,100,650,
1073,aa1085,Lotus,Sell,fill ,100,650,
1253,aa1265,Lotus,Buy ,fill ,100,698,
1190,aa1202,Lotus,Sell,pfill,100,698,
1253,aa1265,Lotus,Buy ,fill ,100,738,
1252,aa1264,Lotus,Sell,fill ,100,738,
1253,aa1265,Lotus,Buy ,fill ,100,769,
1244,aa1256,Lotus,Sell,pfill,100,769,
1253,aa1265,Lotus,Buy ,fill ,100,783,
1092,aa1104,Lotus,Sell,pfill,100,783,
1255,aa1267,Rose,Sell,pfill,100,537,
1250,aa1262,Rose,Buy ,fill ,100,537,
1256,aa1268,Tulip,Buy ,New  ,100,754,
1257,aa1269,Rose,Buy ,fill ,100,74,
1255,aa1267,Rose,Sell,fill ,100,74,
1258,aa1270,Rose,Buy ,fill ,100,175,
1246,aa1258,Rose,Sell,fill ,100,175,
1259,aa1271,Tulip,Sell,pfill,100,754,
1256,aa1268,Tulip,Buy ,fill ,100,754,
1259,aa1271,Tulip,Sell,pfill,100,566,
1217,aa1229,Tulip,Buy ,fill ,100,566,
1259,aa1271,Tulip,Sell,fill ,100,502,
1240,aa1252,Tulip,Buy ,pfill,100,502,
1265,aa1277,Lavender,Buy ,New  ,200,136,
1267,aa1279,Lotus,Buy ,pfill,100,666,
1068,aa1080,Lotus,Sell,fill ,100,666,
1267,aa1279,Lotus,Buy ,pfill,100,738,
1252,aa1264,Lotus,Sell,fill ,100,738,
1267,aa1279,Lotus,Buy ,fill ,100,769,
1244,aa1256,Lotus,Sell,fill ,100,769,
1270,aa1282,Rose,Sell,fill ,100,440,
1262,aa1274,Rose,Buy ,pfill,100,440,
1270,aa1282,Rose,Sell,fill ,100,352,
1258,aa1270,Rose,Buy ,fill ,100,352,
1271,aa1283,Tulip,Buy ,pfill,100,498,
1259,aa1271,Tulip,Sell,fill ,100,498,
1271,aa1283,Tulip,Buy ,fill ,100,646,
1263,aa1275,Tulip,Sell,pfill,100,646,
1272,aa1284,Lavender,Buy ,New  ,100,658,
1273,aa1285,Rose,Sell,pfill,100,352,
1258,aa1270,Rose,Buy ,fill ,100,352,
1274,aa1286,Orchid,Buy ,fill ,100,745,
1130,aa1142,Orchid,Sell,pfill,100,745,
1274,aa1286,Orchid,Buy ,fill ,100,808,
944,aa956,Orchid,Sell,fill ,100,808,
1274,aa1286,Orchid,Buy ,fill ,100,848,
1030,aa1042,Orchid,Sell,pfill,100,848,
1274,aa1286,Orchid,Buy ,fill ,100,861,
755,aa767,Orchid,Sell,pfill,100,861,
1274,aa1286,Orchid,Buy ,fill ,100,872,
1182,aa1194,Orchid,Sell,fill ,100,872,
1274,aa1286,Orchid,Buy ,fill ,100,889,
1072,aa1084,Orchid,Sell,pfill,100,889,
1274,aa1286,Orchid,Buy ,fill ,100,906,
